,date,t,ff,u,brent,holidays,curfew,rush hour,Taux,bike
2936,01/01/21 08:00,271.95,2.6,98,45.72,0,0,1,1.08667,0
2937,01/01/21 09:00,272.45,1.7,97,45.72,0,0,1,1.38611,4
2938,01/01/21 10:00,272.45,1.7,97,45.72,0,0,1,1.38611,4
2939,01/01/21 11:00,272.45,1.7,97,45.72,0,0,0,1.38611,4
2940,01/01/21 12:00,276.95,1,82,45.72,0,0,0,2.90167,14
2941,01/01/21 13:00,276.95,1,82,45.72,0,0,0,2.90167,14
2942,01/01/21 14:00,276.95,1,82,45.72,0,0,0,2.90167,14
2943,01/01/21 15:00,276.55,1.9,73,45.72,0,0,0,4.75056,18
2944,01/01/21 16:00,276.55,1.9,73,45.72,0,0,0,4.75056,18
2945,01/01/21 17:00,276.55,1.9,73,45.72,0,0,1,4.75056,18
2946,01/01/21 18:00,275.05,0,80,45.72,0,0,1,9.01945,6
2947,01/01/21 19:00,275.05,0,80,45.72,0,0,1,9.01945,6
2948,01/01/21 20:00,275.05,0,80,45.72,0,0,1,9.01945,6
2949,01/01/21 21:00,272.75,0.6,93,45.72,0,1,0,2.60945,5
2950,01/01/21 22:00,272.75,0.6,93,45.72,0,1,0,2.60945,5
2951,01/01/21 23:00,272.75,0.6,93,45.72,0,1,0,2.60945,5
2952,01/02/21 00:00,272.85,1.4,93,42.7,0,1,0,0.97278,0
2953,01/02/21 01:00,272.85,1.4,93,42.7,0,1,0,0.97278,0
2954,01/02/21 02:00,272.85,1.4,93,42.7,0,1,0,0.97278,0
2955,01/02/21 03:00,271.05,1.2,96,42.7,0,1,0,0.48056,0
2956,01/02/21 04:00,271.05,1.2,96,42.7,0,1,0,0.48056,0
2957,01/02/21 05:00,271.05,1.2,96,42.7,0,1,0,0.48056,0
2958,01/02/21 06:00,270.95,1,96,42.7,0,1,0,0.43333,3
2959,01/02/21 07:00,270.95,1,96,42.7,0,1,0,0.43333,3
2960,01/02/21 08:00,270.95,1,96,42.7,0,1,1,0.43333,3
2961,01/02/21 09:00,272.05,1.4,95,42.7,0,0,1,1.44778,4
2962,01/02/21 10:00,272.05,1.4,95,42.7,0,0,1,1.44778,4
2963,01/02/21 11:00,272.05,1.4,95,42.7,0,0,0,1.44778,4
2964,01/02/21 12:00,276.75,1.9,79,42.7,0,0,0,4.15834,18
2965,01/02/21 13:00,276.75,1.9,79,42.7,0,0,0,4.15834,18
2966,01/02/21 14:00,276.75,1.9,79,42.7,0,0,0,4.15834,18
2967,01/02/21 15:00,277.45,2.4,78,42.7,0,0,0,5.685,13
2968,01/02/21 16:00,277.45,2.4,78,42.7,0,0,0,5.685,13
2969,01/02/21 17:00,277.45,2.4,78,42.7,0,0,1,5.685,13
2970,01/02/21 18:00,275.05,1.6,93,42.7,0,0,1,8.63222,17
2971,01/02/21 19:00,275.05,1.6,93,42.7,0,0,1,8.63222,17
2972,01/02/21 20:00,275.05,1.6,93,42.7,0,0,1,8.63222,17
2973,01/02/21 21:00,274.55,0.9,95,42.7,0,1,0,3.65556,8
2974,01/02/21 22:00,274.55,0.9,95,42.7,0,1,0,3.65556,8
2975,01/02/21 23:00,274.55,0.9,95,42.7,0,1,0,3.65556,8
2976,01/03/21 00:00,274.65,0.8,96,42.72,0,1,0,1.21167,0
2977,01/03/21 01:00,274.65,0.8,96,42.72,0,1,0,1.21167,0
2978,01/03/21 02:00,274.65,0.8,96,42.72,0,1,0,1.21167,0
2979,01/03/21 03:00,274.45,1.4,97,42.72,0,1,0,0.62833,0
2980,01/03/21 04:00,274.45,1.4,97,42.72,0,1,0,0.62833,0
2981,01/03/21 05:00,274.45,1.4,97,42.72,0,1,0,0.62833,0
2982,01/03/21 06:00,274.65,0,97,42.72,0,1,0,0.78,2
2983,01/03/21 07:00,274.65,0,97,42.72,0,1,0,0.78,2
2984,01/03/21 08:00,274.65,0,97,42.72,0,1,1,0.78,2
2985,01/03/21 09:00,275.25,0.9,94,42.72,0,0,1,1.29167,5
2986,01/03/21 10:00,275.25,0.9,94,42.72,0,0,1,1.29167,5
2987,01/03/21 11:00,275.25,0.9,94,42.72,0,0,0,1.29167,5
2988,01/03/21 12:00,276.85,1.7,80,42.72,0,0,0,3.60944,18
2989,01/03/21 13:00,276.85,1.7,80,42.72,0,0,0,3.60944,18
2990,01/03/21 14:00,276.85,1.7,80,42.72,0,0,0,3.60944,18
2991,01/03/21 15:00,276.55,3.5,77,42.72,0,0,0,5.64611,20
2992,01/03/21 16:00,276.55,3.5,77,42.72,0,0,0,5.64611,20
2993,01/03/21 17:00,276.55,3.5,77,42.72,0,0,1,5.64611,20
2994,01/03/21 18:00,276.45,4.6,79,42.72,0,0,1,8.87111,13
2995,01/03/21 19:00,276.45,4.6,79,42.72,0,0,1,8.87111,13
2996,01/03/21 20:00,276.45,4.6,79,42.72,0,0,1,8.87111,13
2997,01/03/21 21:00,275.65,4.3,89,42.72,0,1,0,3.32556,4
2998,01/03/21 22:00,275.65,4.3,89,42.72,0,1,0,3.32556,4
2999,01/03/21 23:00,275.65,4.3,89,42.72,0,1,0,3.32556,4
3000,01/04/21 00:00,275.65,4.4,88,41.1,0,1,0,1.36056,1
3001,01/04/21 01:00,275.65,4.4,88,41.1,0,1,0,1.36056,1
3002,01/04/21 02:00,275.65,4.4,88,41.1,0,1,0,1.36056,1
3003,01/04/21 03:00,275.55,4.2,87,41.1,0,1,0,0.47889,1
3004,01/04/21 04:00,275.55,4.2,87,41.1,0,1,0,0.47889,1
3005,01/04/21 05:00,275.55,4.2,87,41.1,0,1,0,0.47889,1
3006,01/04/21 06:00,275.55,3.7,87,41.1,0,1,0,0.82834,7
3007,01/04/21 07:00,275.55,3.7,87,41.1,0,1,0,0.82834,7
3008,01/04/21 08:00,275.55,3.7,87,41.1,0,1,1,0.82834,7
3009,01/04/21 09:00,275.25,4.8,93,41.1,0,0,1,5.24,13
3010,01/04/21 10:00,275.25,4.8,93,41.1,0,0,1,5.24,13
3011,01/04/21 11:00,275.25,4.8,93,41.1,0,0,0,5.24,13
3012,01/04/21 12:00,275.85,3.6,88,41.1,0,0,0,5.05778,18
3013,01/04/21 13:00,275.85,3.6,88,41.1,0,0,0,5.05778,18
3014,01/04/21 14:00,275.85,3.6,88,41.1,0,0,0,5.05778,18
3015,01/04/21 15:00,276.15,4.1,85,41.1,0,0,0,5.67167,9
3016,01/04/21 16:00,276.15,4.1,85,41.1,0,0,0,5.67167,9
3017,01/04/21 17:00,276.15,4.1,85,41.1,0,0,1,5.67167,9
3018,01/04/21 18:00,276.05,4.4,83,41.1,0,0,1,6.55056,37
3019,01/04/21 19:00,276.05,4.4,83,41.1,0,0,1,6.55056,37
3020,01/04/21 20:00,276.05,4.4,83,41.1,0,0,1,6.55056,37
3021,01/04/21 21:00,275.85,3.8,84,41.1,0,1,0,3.56444,5
3022,01/04/21 22:00,275.85,3.8,84,41.1,0,1,0,3.56444,5
3023,01/04/21 23:00,275.85,3.8,84,41.1,0,1,0,3.56444,5
3024,01/05/21 00:00,275.75,5.1,86,41.1,0,1,0,1.01334,1
3025,01/05/21 01:00,275.75,5.1,86,41.1,0,1,0,1.01334,1
3026,01/05/21 02:00,275.75,5.1,86,41.1,0,1,0,1.01334,1
3027,01/05/21 03:00,275.55,4.6,86,41.1,0,1,0,0.49,1
3028,01/05/21 04:00,275.55,4.6,86,41.1,0,1,0,0.49,1
3029,01/05/21 05:00,275.55,4.6,86,41.1,0,1,0,0.49,1
3030,01/05/21 06:00,275.35,4.1,92,41.1,0,1,0,0.84111,11
3031,01/05/21 07:00,275.35,4.1,92,41.1,0,1,0,0.84111,11
3032,01/05/21 08:00,275.35,4.1,92,41.1,0,1,1,0.84111,11
3033,01/05/21 09:00,275.55,4.8,90,41.1,0,0,1,5.45667,18
3034,01/05/21 10:00,275.55,4.8,90,41.1,0,0,1,5.45667,18
3035,01/05/21 11:00,275.55,4.8,90,41.1,0,0,0,5.45667,18
3036,01/05/21 12:00,275.65,4.7,87,41.1,0,0,0,6.30778,20
3037,01/05/21 13:00,275.65,4.7,87,41.1,0,0,0,6.30778,20
3038,01/05/21 14:00,275.65,4.7,87,41.1,0,0,0,6.30778,20
3039,01/05/21 15:00,275.95,3.9,85,41.1,0,0,0,6.74834,24
3040,01/05/21 16:00,275.95,3.9,85,41.1,0,0,0,6.74834,24
3041,01/05/21 17:00,275.95,3.9,85,41.1,0,0,1,6.74834,24
3042,01/05/21 18:00,276.05,4.6,84,41.1,0,0,1,6.98,33
3043,01/05/21 19:00,276.05,4.6,84,41.1,0,0,1,6.98,33
3044,01/05/21 20:00,276.05,4.6,84,41.1,0,0,1,6.98,33
3045,01/05/21 21:00,275.75,3.7,86,41.1,0,1,0,3.59722,4
3046,01/05/21 22:00,275.75,3.7,86,41.1,0,1,0,3.59722,4
3047,01/05/21 23:00,275.75,3.7,86,41.1,0,1,0,3.59722,4
3048,01/06/21 00:00,275.35,3.5,92,41.1,0,1,0,1.08056,0
3049,01/06/21 01:00,275.35,3.5,92,41.1,0,1,0,1.08056,0
3050,01/06/21 02:00,275.35,3.5,92,41.1,0,1,0,1.08056,0
3051,01/06/21 03:00,275.75,2.9,89,41.1,0,1,0,0.56111,1
3052,01/06/21 04:00,275.75,2.9,89,41.1,0,1,0,0.56111,1
3053,01/06/21 05:00,275.75,2.9,89,41.1,0,1,0,0.56111,1
3054,01/06/21 06:00,275.65,3.2,89,41.1,0,1,0,0.75833,6
3055,01/06/21 07:00,275.65,3.2,89,41.1,0,1,0,0.75833,6
3056,01/06/21 08:00,275.65,3.2,89,41.1,0,1,1,0.75833,6
3057,01/06/21 09:00,275.95,2.8,85,41.1,0,0,1,5.31723,25
3058,01/06/21 10:00,275.95,2.8,85,41.1,0,0,1,5.31723,25
3059,01/06/21 11:00,275.95,2.8,85,41.1,0,0,0,5.31723,25
3060,01/06/21 12:00,276.25,2,87,41.1,0,0,0,6.38,14
3061,01/06/21 13:00,276.25,2,87,41.1,0,0,0,6.38,14
3062,01/06/21 14:00,276.25,2,87,41.1,0,0,0,6.38,14
3063,01/06/21 15:00,276.75,3.2,86,41.1,0,0,0,6.32667,14
3064,01/06/21 16:00,276.75,3.2,86,41.1,0,0,0,6.32667,14
3065,01/06/21 17:00,276.75,3.2,86,41.1,0,0,1,6.32667,14
3066,01/06/21 18:00,276.75,1.7,88,41.1,0,0,1,6.77667,33
3067,01/06/21 19:00,276.75,1.7,88,41.1,0,0,1,6.77667,33
3068,01/06/21 20:00,276.75,1.7,88,41.1,0,0,1,6.77667,33
3069,01/06/21 21:00,276.65,2.2,88,41.1,0,1,0,4.49667,9
3070,01/06/21 22:00,276.65,2.2,88,41.1,0,1,0,4.49667,9
3071,01/06/21 23:00,276.65,2.2,88,41.1,0,1,0,4.49667,9
3072,01/07/21 00:00,276.65,3.1,91,40.67,0,1,0,1.09222,0
3073,01/07/21 01:00,276.65,3.1,91,40.67,0,1,0,1.09222,0
3074,01/07/21 02:00,276.65,3.1,91,40.67,0,1,0,1.09222,0
3075,01/07/21 03:00,275.95,2.5,90,40.67,0,1,0,0.54445,1
3076,01/07/21 04:00,275.95,2.5,90,40.67,0,1,0,0.54445,1
3077,01/07/21 05:00,275.95,2.5,90,40.67,0,1,0,0.54445,1
3078,01/07/21 06:00,274.75,1.6,93,40.67,0,1,0,0.53667,9
3079,01/07/21 07:00,274.75,1.6,93,40.67,0,1,0,0.53667,9
3080,01/07/21 08:00,274.75,1.6,93,40.67,0,1,1,0.53667,9
3081,01/07/21 09:00,275.45,2.5,95,40.67,0,0,1,5.30778,34
3082,01/07/21 10:00,275.45,2.5,95,40.67,0,0,1,5.30778,34
3083,01/07/21 11:00,275.45,2.5,95,40.67,0,0,0,5.30778,34
3084,01/07/21 12:00,276.15,2.5,90,40.67,0,0,0,6.00333,24
3085,01/07/21 13:00,276.15,2.5,90,40.67,0,0,0,6.00333,24
3086,01/07/21 14:00,276.15,2.5,90,40.67,0,0,0,6.00333,24
3087,01/07/21 15:00,276.95,2.1,81,40.67,0,0,0,6.53111,16
3088,01/07/21 16:00,276.95,2.1,81,40.67,0,0,0,6.53111,16
3089,01/07/21 17:00,276.95,2.1,81,40.67,0,0,1,6.53111,16
3090,01/07/21 18:00,275.45,2.5,89,40.67,0,0,1,7.72722,33
3091,01/07/21 19:00,275.45,2.5,89,40.67,0,0,1,7.72722,33
3092,01/07/21 20:00,275.45,2.5,89,40.67,0,0,1,7.72722,33
3093,01/07/21 21:00,275.35,2.5,88,40.67,0,1,0,4.31389,17
3094,01/07/21 22:00,275.35,2.5,88,40.67,0,1,0,4.31389,17
3095,01/07/21 23:00,275.35,2.5,88,40.67,0,1,0,4.31389,17
3096,01/08/21 00:00,274.75,1.4,91,38.53,0,1,0,1.18111,1
3097,01/08/21 01:00,274.75,1.4,91,38.53,0,1,0,1.18111,1
3098,01/08/21 02:00,274.75,1.4,91,38.53,0,1,0,1.18111,1
3099,01/08/21 03:00,274.15,1.5,93,38.53,0,1,0,0.51278,1
3100,01/08/21 04:00,274.15,1.5,93,38.53,0,1,0,0.51278,1
3101,01/08/21 05:00,274.15,1.5,93,38.53,0,1,0,0.51278,1
3102,01/08/21 06:00,272.95,2.6,92,38.53,0,1,0,0.86167,8
3103,01/08/21 07:00,272.95,2.6,92,38.53,0,1,0,0.86167,8
3104,01/08/21 08:00,272.95,2.6,92,38.53,0,1,1,0.86167,8
3105,01/08/21 09:00,274.85,1.6,89,38.53,0,0,1,5.39833,22
3106,01/08/21 10:00,274.85,1.6,89,38.53,0,0,1,5.39833,22
3107,01/08/21 11:00,274.85,1.6,89,38.53,0,0,0,5.39833,22
3108,01/08/21 12:00,276.15,2.2,82,38.53,0,0,0,6.84167,24
3109,01/08/21 13:00,276.15,2.2,82,38.53,0,0,0,6.84167,24
3110,01/08/21 14:00,276.15,2.2,82,38.53,0,0,0,6.84167,24
3111,01/08/21 15:00,276.95,0.8,77,38.53,0,0,0,6.35445,28
3112,01/08/21 16:00,276.95,0.8,77,38.53,0,0,0,6.35445,28
3113,01/08/21 17:00,276.95,0.8,77,38.53,0,0,1,6.35445,28
3114,01/08/21 18:00,276.15,0.9,83,38.53,0,0,1,7.93111,39
3115,01/08/21 19:00,276.15,0.9,83,38.53,0,0,1,7.93111,39
3116,01/08/21 20:00,276.15,0.9,83,38.53,0,0,1,7.93111,39
3117,01/08/21 21:00,272.55,0.9,91,38.53,0,1,0,3.85,7
3118,01/08/21 22:00,272.55,0.9,91,38.53,0,1,0,3.85,7
3119,01/08/21 23:00,272.55,0.9,91,38.53,0,1,0,3.85,7
3120,01/09/21 00:00,272.55,0.9,95,39.98,0,1,0,1.39222,2
3121,01/09/21 01:00,272.55,0.9,95,39.98,0,1,0,1.39222,2
3122,01/09/21 02:00,272.55,0.9,95,39.98,0,1,0,1.39222,2
3123,01/09/21 03:00,271.85,0,94,39.98,0,1,0,0.93722,0
3124,01/09/21 04:00,271.85,0,94,39.98,0,1,0,0.93722,0
3125,01/09/21 05:00,271.85,0,94,39.98,0,1,0,0.93722,0
3126,01/09/21 06:00,272.65,4.2,90,39.98,0,1,0,0.69167,4
3127,01/09/21 07:00,272.65,4.2,90,39.98,0,1,0,0.69167,4
3128,01/09/21 08:00,272.65,4.2,90,39.98,0,1,1,0.69167,4
3129,01/09/21 09:00,273.35,3.1,94,39.98,0,0,1,2.14611,13
3130,01/09/21 10:00,273.35,3.1,94,39.98,0,0,1,2.14611,13
3131,01/09/21 11:00,273.35,3.1,94,39.98,0,0,0,2.14611,13
3132,01/09/21 12:00,276.25,5.2,75,39.98,0,0,0,6.06,35
3133,01/09/21 13:00,276.25,5.2,75,39.98,0,0,0,6.06,35
3134,01/09/21 14:00,276.25,5.2,75,39.98,0,0,0,6.06,35
3135,01/09/21 15:00,276.85,6.3,72,39.98,0,0,0,6.25667,27
3136,01/09/21 16:00,276.85,6.3,72,39.98,0,0,0,6.25667,27
3137,01/09/21 17:00,276.85,6.3,72,39.98,0,0,1,6.25667,27
3138,01/09/21 18:00,274.45,4.4,86,39.98,0,0,1,8.70833,34
3139,01/09/21 19:00,274.45,4.4,86,39.98,0,0,1,8.70833,34
3140,01/09/21 20:00,274.45,4.4,86,39.98,0,0,1,8.70833,34
3141,01/09/21 21:00,273.55,4.7,88,39.98,0,1,0,4.18778,5
3142,01/09/21 22:00,273.55,4.7,88,39.98,0,1,0,4.18778,5
3143,01/09/21 23:00,273.55,4.7,88,39.98,0,1,0,4.18778,5
3144,01/10/21 00:00,272.95,3.7,94,39.27,0,1,0,1.38389,0
3145,01/10/21 01:00,272.95,3.7,94,39.27,0,1,0,1.38389,0
3146,01/10/21 02:00,272.95,3.7,94,39.27,0,1,0,1.38389,0
3147,01/10/21 03:00,272.65,3.6,94,39.27,0,1,0,0.88,0
3148,01/10/21 04:00,272.65,3.6,94,39.27,0,1,0,0.88,0
3149,01/10/21 05:00,272.65,3.6,94,39.27,0,1,0,0.88,0
3150,01/10/21 06:00,272.75,3.8,94,39.27,0,1,0,0.55,3
3151,01/10/21 07:00,272.75,3.8,94,39.27,0,1,0,0.55,3
3152,01/10/21 08:00,272.75,3.8,94,39.27,0,1,1,0.55,3
3153,01/10/21 09:00,273.05,3.3,93,39.27,0,0,1,1.28222,10
3154,01/10/21 10:00,273.05,3.3,93,39.27,0,0,1,1.28222,10
3155,01/10/21 11:00,273.05,3.3,93,39.27,0,0,0,1.28222,10
3156,01/10/21 12:00,276.05,3.6,77,39.27,0,0,0,3.83278,43
3157,01/10/21 13:00,276.05,3.6,77,39.27,0,0,0,3.83278,43
3158,01/10/21 14:00,276.05,3.6,77,39.27,0,0,0,3.83278,43
3159,01/10/21 15:00,277.25,4.6,62,39.27,0,0,0,5.18667,29
3160,01/10/21 16:00,277.25,4.6,62,39.27,0,0,0,5.18667,29
3161,01/10/21 17:00,277.25,4.6,62,39.27,0,0,1,5.18667,29
3162,01/10/21 18:00,273.65,2.2,79,39.27,0,0,1,7.25778,20
3163,01/10/21 19:00,273.65,2.2,79,39.27,0,0,1,7.25778,20
3164,01/10/21 20:00,273.65,2.2,79,39.27,0,0,1,7.25778,20
3165,01/10/21 21:00,272.05,2.2,93,39.27,0,1,0,3.81333,6
3166,01/10/21 22:00,272.05,2.2,93,39.27,0,1,0,3.81333,6
3167,01/10/21 23:00,272.05,2.2,93,39.27,0,1,0,3.81333,6
3168,01/11/21 00:00,271.25,1.6,93,38.8,0,1,0,1.00556,1
3169,01/11/21 01:00,271.25,1.6,93,38.8,0,1,0,1.00556,1
3170,01/11/21 02:00,271.25,1.6,93,38.8,0,1,0,1.00556,1
3171,01/11/21 03:00,271.15,2,95,38.8,0,1,0,0.37778,1
3172,01/11/21 04:00,271.15,2,95,38.8,0,1,0,0.37778,1
3173,01/11/21 05:00,271.15,2,95,38.8,0,1,0,0.37778,1
3174,01/11/21 06:00,272.75,1.9,96,38.8,0,1,0,0.7,4
3175,01/11/21 07:00,272.75,1.9,96,38.8,0,1,0,0.7,4
3176,01/11/21 08:00,272.75,1.9,96,38.8,0,1,1,0.7,4
3177,01/11/21 09:00,273.95,1.6,92,38.8,0,0,1,0.7,30
3178,01/11/21 10:00,273.95,1.6,92,38.8,0,0,1,0.7,30
3179,01/11/21 11:00,273.95,1.6,92,38.8,0,0,0,0.7,30
3180,01/11/21 12:00,275.95,3.6,85,38.8,0,0,0,0.7,21
3181,01/11/21 13:00,275.95,3.6,85,38.8,0,0,0,0.7,21
3182,01/11/21 14:00,275.95,3.6,85,38.8,0,0,0,0.7,21
3183,01/11/21 15:00,277.05,4,84,38.8,0,0,0,0.7,21
3184,01/11/21 16:00,277.05,4,84,38.8,0,0,0,0.7,21
3185,01/11/21 17:00,277.05,4,84,38.8,0,0,1,0.7,21
3186,01/11/21 18:00,276.75,3.4,84,38.8,0,0,1,0.7,42
3187,01/11/21 19:00,276.75,3.4,84,38.8,0,0,1,0.7,42
3188,01/11/21 20:00,276.75,3.4,84,38.8,0,0,1,0.7,42
3189,01/11/21 21:00,276.85,4.9,84,38.8,0,1,0,0.7,3
3190,01/11/21 22:00,276.85,4.9,84,38.8,0,1,0,0.7,3
3191,01/11/21 23:00,276.85,4.9,84,38.8,0,1,0,0.7,3
3192,01/12/21 00:00,277.25,4.8,84,38.8,0,1,0,0.7,0
3193,01/12/21 01:00,277.25,4.8,84,38.8,0,1,0,0.7,0
3194,01/12/21 02:00,277.25,4.8,84,38.8,0,1,0,0.7,0
3195,01/12/21 03:00,277.75,6.1,84,38.8,0,1,0,0.60945,1
3196,01/12/21 04:00,277.75,6.1,84,38.8,0,1,0,0.60945,1
3197,01/12/21 05:00,277.75,6.1,84,38.8,0,1,0,0.60945,1
3198,01/12/21 06:00,278.05,6.2,92,38.8,0,1,0,0.62722,9
3199,01/12/21 07:00,278.05,6.2,92,38.8,0,1,0,0.62722,9
3200,01/12/21 08:00,278.05,6.2,92,38.8,0,1,1,0.62722,9
3201,01/12/21 09:00,279.65,7.1,91,38.8,0,0,1,6.08223,16
3202,01/12/21 10:00,279.65,7.1,91,38.8,0,0,1,6.08223,16
3203,01/12/21 11:00,279.65,7.1,91,38.8,0,0,0,6.08223,16
3204,01/12/21 12:00,280.85,8.2,91,38.8,0,0,0,5.91445,21
3205,01/12/21 13:00,280.85,8.2,91,38.8,0,0,0,5.91445,21
3206,01/12/21 14:00,280.85,8.2,91,38.8,0,0,0,5.91445,21
3207,01/12/21 15:00,281.85,3,96,38.8,0,0,0,8.29389,12
3208,01/12/21 16:00,281.85,3,96,38.8,0,0,0,8.29389,12
3209,01/12/21 17:00,281.85,3,96,38.8,0,0,1,8.29389,12
3210,01/12/21 18:00,280.65,2.6,97,38.8,0,0,1,7.23222,36
3211,01/12/21 19:00,280.65,2.6,97,38.8,0,0,1,7.23222,36
3212,01/12/21 20:00,280.65,2.6,97,38.8,0,0,1,7.23222,36
3213,01/12/21 21:00,280.05,2.3,97,38.8,0,1,0,5.04,10
3214,01/12/21 22:00,280.05,2.3,97,38.8,0,1,0,5.04,10
3215,01/12/21 23:00,280.05,2.3,97,38.8,0,1,0,5.04,10
3216,01/13/21 00:00,278.95,0.5,94,38.8,0,1,0,1.32556,2
3217,01/13/21 01:00,278.95,0.5,94,38.8,0,1,0,1.32556,2
3218,01/13/21 02:00,278.95,0.5,94,38.8,0,1,0,1.32556,2
3219,01/13/21 03:00,278.75,1.3,96,38.8,0,1,0,0.73333,1
3220,01/13/21 04:00,278.75,1.3,96,38.8,0,1,0,0.73333,1
3221,01/13/21 05:00,278.75,1.3,96,38.8,0,1,0,0.73333,1
3222,01/13/21 06:00,278.95,1.7,98,38.8,0,1,0,0.73667,6
3223,01/13/21 07:00,278.95,1.7,98,38.8,0,1,0,0.73667,6
3224,01/13/21 08:00,278.95,1.7,98,38.8,0,1,1,0.73667,6
3225,01/13/21 09:00,279.75,1.6,98,38.8,0,0,1,5.81111,26
3226,01/13/21 10:00,279.75,1.6,98,38.8,0,0,1,5.81111,26
3227,01/13/21 11:00,279.75,1.6,98,38.8,0,0,0,5.81111,26
3228,01/13/21 12:00,282.85,6.5,93,38.8,0,0,0,6.03889,24
3229,01/13/21 13:00,282.85,6.5,93,38.8,0,0,0,6.03889,24
3230,01/13/21 14:00,282.85,6.5,93,38.8,0,0,0,6.03889,24
3231,01/13/21 15:00,282.85,6.7,90,38.8,0,0,0,6.46167,9
3232,01/13/21 16:00,282.85,6.7,90,38.8,0,0,0,6.46167,9
3233,01/13/21 17:00,282.85,6.7,90,38.8,0,0,1,6.46167,9
3234,01/13/21 18:00,282.05,7.7,93,38.8,0,0,1,7.43722,34
3235,01/13/21 19:00,282.05,7.7,93,38.8,0,0,1,7.43722,34
3236,01/13/21 20:00,282.05,7.7,93,38.8,0,0,1,7.43722,34
3237,01/13/21 21:00,282.05,7.4,91,38.8,0,1,0,4.28,12
3238,01/13/21 22:00,282.05,7.4,91,38.8,0,1,0,4.28,12
3239,01/13/21 23:00,282.05,7.4,91,38.8,0,1,0,4.28,12
3240,01/14/21 00:00,281.75,4.7,92,38.57,0,1,0,1.56167,3
3241,01/14/21 01:00,281.75,4.7,92,38.57,0,1,0,1.56167,3
3242,01/14/21 02:00,281.75,4.7,92,38.57,0,1,0,1.56167,3
3243,01/14/21 03:00,282.05,5,88,38.57,0,1,0,0.64945,0
3244,01/14/21 04:00,282.05,5,88,38.57,0,1,0,0.64945,0
3245,01/14/21 05:00,282.05,5,88,38.57,0,1,0,0.64945,0
3246,01/14/21 06:00,281.55,6,91,38.57,0,1,0,0.77056,7
3247,01/14/21 07:00,281.55,6,91,38.57,0,1,0,0.77056,7
3248,01/14/21 08:00,281.55,6,91,38.57,0,1,1,0.77056,7
3249,01/14/21 09:00,282.05,5.8,86,38.57,0,0,1,6.01278,27
3250,01/14/21 10:00,282.05,5.8,86,38.57,0,0,1,6.01278,27
3251,01/14/21 11:00,282.05,5.8,86,38.57,0,0,0,6.01278,27
3252,01/14/21 12:00,282.15,5.5,93,38.57,0,0,0,6.58,26
3253,01/14/21 13:00,282.15,5.5,93,38.57,0,0,0,6.58,26
3254,01/14/21 14:00,282.15,5.5,93,38.57,0,0,0,6.58,26
3255,01/14/21 15:00,283.75,6,88,38.57,0,0,0,6.50889,12
3256,01/14/21 16:00,283.75,6,88,38.57,0,0,0,6.50889,12
3257,01/14/21 17:00,283.75,6,88,38.57,0,0,1,6.50889,12
3258,01/14/21 18:00,282.65,8,88,38.57,0,0,1,6.57944,44
3259,01/14/21 19:00,282.65,8,88,38.57,0,0,1,6.57944,44
3260,01/14/21 20:00,282.65,8,88,38.57,0,0,1,6.57944,44
3261,01/14/21 21:00,280.65,8,87,38.57,0,1,0,4.66556,11
3262,01/14/21 22:00,280.65,8,87,38.57,0,1,0,4.66556,11
3263,01/14/21 23:00,280.65,8,87,38.57,0,1,0,4.66556,11
3264,01/15/21 00:00,276.15,7.8,87,39.54,0,1,0,1.53778,3
3265,01/15/21 01:00,276.15,7.8,87,39.54,0,1,0,1.53778,3
3266,01/15/21 02:00,276.15,7.8,87,39.54,0,1,0,1.53778,3
3267,01/15/21 03:00,275.35,6.5,89,39.54,0,1,0,0.62945,1
3268,01/15/21 04:00,275.35,6.5,89,39.54,0,1,0,0.62945,1
3269,01/15/21 05:00,275.35,6.5,89,39.54,0,1,0,0.62945,1
3270,01/15/21 06:00,275.15,5.7,85,39.54,0,1,0,0.76445,2
3271,01/15/21 07:00,275.15,5.7,85,39.54,0,1,0,0.76445,2
3272,01/15/21 08:00,275.15,5.7,85,39.54,0,1,1,0.76445,2
3273,01/15/21 09:00,274.25,5.5,88,39.54,0,0,1,5.04222,20
3274,01/15/21 10:00,274.25,5.5,88,39.54,0,0,1,5.04222,20
3275,01/15/21 11:00,274.25,5.5,88,39.54,0,0,0,5.04222,20
3276,01/15/21 12:00,275.65,5.7,72,39.54,0,0,0,6.33667,31
3277,01/15/21 13:00,275.65,5.7,72,39.54,0,0,0,6.33667,31
3278,01/15/21 14:00,275.65,5.7,72,39.54,0,0,0,6.33667,31
3279,01/15/21 15:00,275.55,4.6,66,39.54,0,0,0,6.54056,26
3280,01/15/21 16:00,275.55,4.6,66,39.54,0,0,0,6.54056,26
3281,01/15/21 17:00,275.55,4.6,66,39.54,0,0,1,6.54056,26
3282,01/15/21 18:00,274.25,4.2,66,39.54,0,1,1,6.84944,41
3283,01/15/21 19:00,274.25,4.2,66,39.54,0,1,1,6.84944,41
3284,01/15/21 20:00,274.25,4.2,66,39.54,0,1,1,6.84944,41
3285,01/15/21 21:00,274.05,2.8,64,39.54,0,1,0,5.74389,10
3286,01/15/21 22:00,274.05,2.8,64,39.54,0,1,0,5.74389,10
3287,01/15/21 23:00,274.05,2.8,64,39.54,0,1,0,5.74389,10
